rank,lig_id,zinc_id,affinity,delta_vs_AMP,arm,tanimoto_to_amp,can_smiles
3801,Z43229,2356157655,-7.255,1.52,diversity,0.077,C[C@H](N)c1nnc(Nc2ccc(CCO)cc2)s1
3802,Z20300,91829305,-7.255,1.52,diversity,0.075,C[C@@H]1CN(C(=O)C(C)(C)N)CC[C@@]1(O)C1CCOCC1
3803,Z21519,5349733,-7.254,1.52,diversity,0.119,CCOC(=O)CNC(=O)CCSc1ncnc2nc[nH]c12
3804,Z21779,215550329,-7.252,1.53,enrichment,0.141,COCCn1ccnc1CN1CCC2(CC1)OCCC[C@@H]2O
3805,Z12353,4529646,-7.252,1.53,diversity,0.091,CCOC(=O)C(=CNc1ccc(F)cc1O)C(=O)OCC
3806,Z33780,2382378667,-7.252,1.53,diversity,0.082,O=C1C[C@H]2CC[C@@H](CNC(=O)c3cc(F)ccc3OCCN1)N2C(=O)c1cc[nH]c1
3807,Z03259,239173986,-7.252,1.53,diversity,0.095,CCOC(=O)[C@@H]1ON2O[C@H](C(=O)OC)C[C@]2(C(=O)OCC)[C@H]1CC(C)=O
3808,Z23031,6567326,-7.251,1.53,diversity,0.093,N[C@@H](Cc1c[nH]c2c(I)cccc12)C(=O)O
3809,Z42921,1565528530,-7.25,1.53,enrichment,0.148,CN(C)[C@@H]1[C@H]2OCC[C@H]2[C@H]1NC(=O)c1ccc(N)nc1
3810,Z18016,252536519,-7.25,1.53,enrichment,0.143,CCCn1nccc1C(=O)N[C@H](C1CCNCC1)[C@H]1C[C@H](O)C1
3811,Z42997,2382363196,-7.25,1.53,enrichment,0.141,Cc1cc(C[C@H]2CN(C(=O)C3CCC3)C[C@@H]2O)n[nH]1
3812,Z13052,2100540301,-7.25,1.53,enrichment,0.137,CCCO[C@@H]1CC[C@H](C(=O)N2CCCNC(=O)C2)C[C@H]1NC(=O)c1cc[nH]n1
3813,Z39759,96137775,-7.25,1.53,enrichment,0.135,COCCN1CCC(CN(C[C@H]2CCCO2)C(=O)c2cn[nH]c2)CC1
3814,Z43421,2325795134,-7.25,1.53,enrichment,0.134,CN(C)CCn1ccc(C(=O)Nc2cc(F)ccc2N)n1
3815,Z20982,2356166395,-7.25,1.53,diversity,0.071,COc1c(F)cccc1-c1nc(-n2ccnc2)n[nH]1
3816,Z14409,1565528804,-7.249,1.53,enrichment,0.155,COC[C@H]1[C@@H](NC(=O)Cn2cnc(C)c2C)[C@H]2CCO[C@H]21
3817,Z35962,821724582,-7.249,1.53,diversity,0.051,CC(C)N(C)S(=O)(=O)N[C@H]1COC[C@@H]1N1CCOCC1
3818,Z18710,4646286,-7.249,1.53,diversity,0.067,CC1=C(C)C[S@](=O)N(c2ccc(S(N)(=O)=O)cc2)C1
3819,Z00107,244723981,-7.247,1.53,enrichment,0.136,CN(Cc1nccs1)c1cc([C@H]2C[C@@H](O)C2)nc(N)n1
3820,Z01740,1616069467,-7.247,1.53,enrichment,0.134,CCn1ncnc1CN1C[C@H](Cc2ccccn2)[C@@H](O)C1
3821,Z28075,2325784193,-7.246,1.53,diversity,0.057,CN(C[C@@H](O)CN1C[C@H](CO)OCC12CCC2)CC(F)(F)F
3822,Z39137,202882,-7.246,1.53,diversity,0.090,COc1ccc(OC)c(NC(=O)C[C@@H](NCc2ccco2)C(=O)O)c1
3823,Z39536,2325793083,-7.246,1.53,diversity,0.056,CCOCC1(C(=O)N2CCC(C)(NC(=O)[C@@H](C)NC(=O)C(C)(C)C)CC2)CC1
3824,Z12324,97743395,-7.246,1.53,diversity,0.084,CN(C)Cc1nc(-c2nc(C3CCOCC3)n[nH]2)cs1
3825,Z13970,1857670648,-7.246,1.53,diversity,0.102,CCc1cnc(N[C@H]2C[C@H]3COc4ccccc4S(=O)(=O)N3C2)nc1
3826,Z24151,71772605,-7.245,1.53,diversity,0.083,C[C@@](O)(c1ccc(N)cc1)[C@](C)(O)c1ccc(N)cc1
3827,Z23769,2382364753,-7.244,1.53,enrichment,0.156,CO[C@H]1CCC[C@@]12CCCN(c1cc(N)ncn1)C2
3828,Z17764,22126980,-7.244,1.53,diversity,0.099,CCN1CCN(C2=NC[C@@H](CC(=O)OC)C(=O)N2)CC1
3829,Z04029,2382386839,-7.242,1.54,enrichment,0.150,Cc1ncn(CCNC(=O)[C@@H]2CC[C@H](O)[C@@H](N)C2)c1C
3830,Z35075,170091820,-7.242,1.54,enrichment,0.136,COCCn1cc([C@H]2[C@H](C(=O)O)CC(=O)N2C(C)(C)C)cn1
3831,Z04241,2325798069,-7.242,1.54,diversity,0.107,O=C(NC[C@@H]1CCSC1)c1n[nH]cc1-c1ccncc1
3832,Z33413,30836138,-7.24,1.54,diversity,0.080,Cn1c([S@](C)=O)nc2c(Cl)cc(Cl)cc2c1=O
3833,Z18818,2325866370,-7.24,1.54,diversity,0.125,O=C(O)c1occc1CNc1cc(OCCO)ccn1
3834,Z11183,1506420302,-7.239,1.54,enrichment,0.165,CCN(C[C@@H]1CCCCO1)C(=O)c1cnc(N)nc1C
3835,Z08798,95869776,-7.239,1.54,diversity,0.074,CC(C)(C)OC(=O)[C@H]1Cc2nc(C=O)sc2CN1
3836,Z01363,248197856,-7.239,1.54,diversity,0.062,CC(C)[C@@]1(O)CN(C(=O)CCNS(C)(=O)=O)C[C@@H]1C
3837,Z37918,2325800153,-7.238,1.54,enrichment,0.152,Cn1cncc(C(=O)N[C@@H]2C[C@@H](CN)C2(C)C)c1=O
3838,Z09574,2325815248,-7.237,1.54,enrichment,0.200,CCCC1CN(c2ncnc3c2ncn3C[C@H](O)CO)C1
3839,Z45829,95391982,-7.237,1.54,diversity,0.130,Cc1oc(=O)n(CCCOc2ccc(C(N)=O)cc2)c1C
3840,Z46683,1678619,-7.235,1.54,diversity,0.075,CC(=O)Oc1cc(C=O)cc(OC(C)=O)c1OC(C)=O
3841,Z02164,67820058,-7.234,1.54,enrichment,0.136,CCN(CC)C(=O)[C@@H]1C[C@@H](N)CN1C(=O)c1nc(C)c[nH]1
3842,Z18706,97717077,-7.234,1.54,diversity,0.093,CN(C)S(=O)(=O)CCNC(=O)c1coc(CN2CCOCC2)c1
3843,Z11040,1704336233,-7.232,1.55,enrichment,0.158,CS(=O)(=O)CCN1C[C@@H](O)[C@H](Cc2ccccn2)C1
3844,Z13694,1506413196,-7.232,1.55,diversity,0.125,COc1c(C)cnc(CNC(=O)C2=C(C)OCCO2)c1C
3845,Z43242,95392179,-7.232,1.55,diversity,0.099,CCN1CCC[C@@H]1Cn1c(=O)cnc2ccccc21
3846,Z41702,77394158,-7.231,1.55,enrichment,0.135,CCOC(=O)c1coc(N2CCC[C@@H](Cn3ccnc3)C2)n1
3847,Z09366,1615738419,-7.229,1.55,enrichment,0.146,CSc1nc(N)cc(N2C[C@H](CS(=O)(=O)N(C)C)[C@@H](O)C2)n1
3848,Z03672,223175448,-7.228,1.55,enrichment,0.138,Cn1cc(CN(C(=O)c2ccc(N)nc2)C2CC2)cn1
3849,Z42601,223646472,-7.226,1.55,enrichment,0.176,OC1CC(c2cc(NCCN3CCCCC3)ncn2)C1
3850,Z23327,20384299,-7.226,1.55,enrichment,0.139,CCOC(=O)N1CCC(Nc2ccncc2N)CC1
3851,Z36185,2325775775,-7.225,1.55,diversity,0.101,CCN(Cc1ccoc1)S(=O)(=O)C[C@H](OC)[C@@H]1CCCOC1
3852,Z42507,223214440,-7.224,1.55,enrichment,0.143,Cc1cc(N)n(CC(=O)N[C@H](c2ncnn2C)C2CC2)n1
3853,Z02996,223016929,-7.222,1.56,enrichment,0.141,Cc1c[nH]c(C(=O)N[C@@H]2COCC[C@@H]2OCC2CCC2)n1
3854,Z47347,2325897697,-7.222,1.56,diversity,0.115,O=C(Nc1c[nH]nc1OCC(F)(F)F)C12CC1C2
3855,Z04636,2325773679,-7.222,1.56,diversity,0.064,C[C@H](Cc1ccc(O)cc1)N[C@H](C)C1(O)CCOCC1
3856,Z29241,65526088,-7.221,1.56,enrichment,0.134,COC(=O)CNC(=O)c1ccc(CSc2ncn[nH]2)o1
3857,Z18798,95377758,-7.221,1.56,diversity,0.080,CCn1c(C)nnc1SCCNc1nc(C)ncc1S(C)(=O)=O
3858,Z29863,584890506,-7.218,1.56,diversity,0.100,Cc1nnc(SCC(=O)N2CCOC(C)(C)C2)o1
3859,Z03095,584889669,-7.218,1.56,diversity,0.115,CCOCC1CCN(C(=O)c2[nH]nnc2C)CC1
3860,Z20768,67886513,-7.217,1.56,enrichment,0.138,CCNc1ncc(CN2C[C@@H](N)C[C@H]2C(=O)NC)cn1
3861,Z31122,299796925,-7.216,1.56,enrichment,0.173,COCCN(CC(=O)O)c1cc([C@@H]2CCOC2)ncn1
3862,Z10261,1207137357,-7.216,1.56,diversity,0.111,COC[C@]12COC[C@H]1CN(Cc1c(C)noc1C)C2
3863,Z18382,299794099,-7.215,1.56,enrichment,0.143,CCOc1ccc(NC(=O)NCCCn2cnnc2)cc1
3864,Z28197,2356156548,-7.215,1.56,enrichment,0.138,OC[C@@]12COC[C@@H]1CN(CCCc1cnc3ncnn3c1)C2
3865,Z47726,2325805144,-7.215,1.56,diversity,0.082,Cn1ccc(CN2CCNC[C@H]2c2ccncc2)cc1=O
3866,Z39034,2100555385,-7.213,1.57,enrichment,0.155,COC[C@@]12COC[C@@H]1CN(C(=O)c1ccc(F)cn1)C2
3867,Z44386,725343465,-7.213,1.57,enrichment,0.141,CCOC(=O)c1nn(C2CCOCC2)cc1C=O
3868,Z01522,426715808,-7.213,1.57,enrichment,0.140,COc1ccc(C(=O)NCC[C@H]2CCOC2)cc1OCCN
3869,Z26514,2325771411,-7.213,1.57,diversity,0.074,CN(Cc1ccon1)C1=NC[C@H](c2ccccc2)N1
3870,Z19200,1857714842,-7.212,1.57,enrichment,0.150,CCn1cnc(CNC(=O)[C@H]2CC[C@@H](O)[C@H](N)C2)c1
3871,Z36171,1529178104,-7.212,1.57,enrichment,0.138,CN(C)S(=O)(=O)C[C@@H]1CN(c2ncc(Cl)cc2Cl)C[C@H]1O
3872,Z27544,792135,-7.212,1.57,diversity,0.127,CCOc1ccc2nc3n(c2c1)C[C@@H](O)CS3
3873,Z02121,14535023,-7.211,1.57,diversity,0.087,COCCNC(=O)c1nn(CCC(C)C)c2c1CN(CCC(=O)OC)CC2
3874,Z14144,1057095520,-7.208,1.57,enrichment,0.141,Cc1cc(C(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)c(C)o1
3875,Z12770,455434,-7.207,1.57,enrichment,0.147,Cc1cc(OCC(=O)Nn2cnnc2)ccc1Cl
3876,Z46403,2384427686,-7.206,1.57,diversity,0.092,Cc1ncc(-c2ccc(C)c(S(=O)(=O)N3CCOC[C@@H](C(=O)NC4CC4)C3)c2)o1
3877,Z06342,72438061,-7.203,1.58,enrichment,0.139,CCC(=O)NCCNc1cc(-n2ccc(C)n2)ncn1
3878,Z25797,65500208,-7.203,1.58,diversity,0.123,CCc1cnc(C)nc1N1CC[C@H](N(CC)C(C)=O)C1
3879,Z11161,1704313501,-7.202,1.58,enrichment,0.134,CO[C@H]1CN(C(=O)C(C)(C)N)C[C@H]1Cc1cc(C)no1
3880,Z39031,1772708469,-7.202,1.58,diversity,0.129,CCN(CC(C)(C)C)C(=O)c1cnc(C(N)=O)cn1
3881,Z47314,220341230,-7.2,1.58,enrichment,0.146,COC[C@H]1[C@@H](NC(=O)c2cccn2C)[C@@H]2CCO[C@@H]21
3882,Z32602,67758960,-7.199,1.58,diversity,0.049,CC(C)(C(=O)N1CCC[C@]2(CCNC2)C1)n1cccc1
3883,Z03608,4839540,-7.198,1.58,diversity,0.085,Cc1cc(C)cc(NS(=O)(=O)N2CCOCC2)c1
3884,Z09855,252482037,-7.197,1.58,enrichment,0.134,CCCn1ccnc1CNC(=O)C[C@@H]1CN(C)CCN1C
3885,Z44701,204757325,-7.197,1.58,enrichment,0.133,CC(C)(C)OC(=O)N1CCN(c2cc(N)[nH]n2)CC1
3886,Z24268,257357238,-7.197,1.58,diversity,0.099,CO[C@@H]1O[C@H](CO)[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OCOCC[Si](C)(C)C
3887,Z28297,2356136704,-7.196,1.58,enrichment,0.160,CCc1ncnc(N2C[C@H]3COC[C@@]3(COC)C2)c1F
3888,Z44823,2356135833,-7.196,1.58,enrichment,0.148,COCCN1CCC[C@]2(CCCN2C(=O)c2cn(C)cn2)C1=O
3889,Z38267,87450586,-7.196,1.58,enrichment,0.134,Cn1ncnc1CCNC(=O)c1ccccc1OC(F)F
3890,Z28561,822182798,-7.195,1.58,diversity,0.089,C[C@H](CN1CCCCC1)c1n[nH]c(CC(N)=O)n1
3891,Z11011,1857723279,-7.195,1.58,diversity,0.110,CCCN1CCC[C@H](n2ccnc2[C@H]2[C@H]3CNC[C@H]32)C1
3892,Z49736,534588950,-7.194,1.58,enrichment,0.165,Cn1nc(C(F)(F)F)cc1C(=O)NC[C@H]1CCOC1
3893,Z28572,257346990,-7.194,1.58,enrichment,0.160,CO[C@H]1[C@@H](NC(=O)c2ccccc2)[C@H](OC)O[C@H](COC(C)=O)[C@@H]1OC(C)=O
3894,Z21538,247828401,-7.193,1.59,enrichment,0.138,COCCN1C(=O)[C@@H]2CC[C@H]1CN(C(=O)c1ccc3c(c1)OCCO3)C2
3895,Z35916,20783212,-7.192,1.59,enrichment,0.133,O=C(NCCOc1ccccc1F)c1cncnc1
3896,Z31969,55099355,-7.192,1.59,diversity,0.110,COc1cc(OC)c(OC)cc1CN(C(=O)[C@H]1COCCO1)C(C)C
3897,Z02759,310772049,-7.191,1.59,enrichment,0.154,Cc1cc(Cl)ccc1OCC(=O)N1C[C@H](O)CO1
3898,Z14913,2325797339,-7.191,1.59,diversity,0.080,CC(C)(C(=O)NCCc1nc(=O)o[nH]1)C1=CCSCC1
3899,Z10187,2325777756,-7.191,1.59,diversity,0.060,CC(C)OC(C)(C)CS(=O)(=O)NC(=O)[C@@H]1CC[C@H](C2CC2)N1
3900,Z43214,91754573,-7.19,1.59,enrichment,0.143,CCC[C@H]1CN(CCS(C)(=O)=O)C[C@@H]1NC(=O)c1ncoc1CC
3901,Z16262,97711663,-7.19,1.59,enrichment,0.141,COCCCN1CCN(C(=O)c2cnc(C3CC3)nc2)CC1
3902,Z07004,426485520,-7.189,1.59,enrichment,0.152,COc1ncc(C(=O)NC[C@@H]2CN(C)CCO2)cn1
3903,Z49398,299759253,-7.188,1.59,enrichment,0.137,OC1CCN(C2CCN(Cc3ncon3)CC2)CC1
3904,Z31261,1565526727,-7.187,1.59,enrichment,0.134,Nc1ccc(C(=O)N2C[C@@H]3CC[C@H]2CN(C2CCOCC2)C3)cn1
3905,Z37202,2325774738,-7.186,1.59,diversity,0.123,O=C(Cn1nnc(C2CC2)n1)OC[C@@H]1C=CCCC1
3906,Z34690,2325798078,-7.186,1.59,diversity,0.113,C[C@H]1C[C@H]1c1noc(CC(=O)NOC2CCC2)n1
3907,Z37886,77285199,-7.185,1.59,diversity,0.131,CCn1c(N)nc2cc(C(=O)N3CC=C(C)CC3)cnc21
3908,Z07364,49596675,-7.185,1.59,diversity,0.065,COc1ccc(Br)cc1Cc1nnn[nH]1
3909,Z25002,410615533,-7.184,1.59,enrichment,0.141,COc1cc(NC(=O)[C@@]2(C)CCCCO2)ncn1
3910,Z33178,1565511481,-7.182,1.6,enrichment,0.177,CO[C@H]1CCOC[C@@H]1n1cnc2c(C)csc2c1=O
3911,Z27397,20607119,-7.178,1.6,enrichment,0.139,CC[C@H](C)N(C(=O)Cn1cnc2c(cnn2C)c1=O)[C@@H](C)CC
3912,Z00118,1857734520,-7.178,1.6,enrichment,0.134,N[C@@H]1C[C@H](C(=O)NCCCOc2cccnc2)C[C@H]1O
3913,Z19683,1857728529,-7.177,1.6,diversity,0.089,O=C(c1nnc2n1CCCCC2)N1CC[C@@]23OCCCN2C(=O)C[C@@H]13
3914,Z32749,65404529,-7.177,1.6,diversity,0.084,CNC(=O)c1n[nH]c2c1[C@H](CCSC)CC(=O)N2
3915,Z30210,15262975,-7.176,1.6,enrichment,0.206,COC(=O)CC[C@@H]1O[C@H](c2ccccc2)[C@@H](O)[C@@H]1O
3916,Z00373,823684425,-7.176,1.6,enrichment,0.141,CN(CCn1cnnc1)C[C@@H]1CC(=O)N(C2CCCC2)C1
3917,Z46608,575629714,-7.176,1.6,diversity,0.071,COC(=O)CCCCC(=O)NS(=O)(=O)NCc1cccc(Br)c1
3918,Z28382,223208003,-7.175,1.6,enrichment,0.167,COCCCN1CCN(c2cc(C3CC(N)C3)ncn2)CC1
3919,Z29147,244787942,-7.175,1.6,enrichment,0.140,Cn1ccnc1CN(C(=O)COC[C@H]1CCCCO1)C1CC1
3920,Z41867,1565515687,-7.175,1.6,enrichment,0.138,COCCN1C(=O)[C@@H]2CC[C@H]1CN(c1ncc(C(C)=O)c(C)n1)C2
3921,Z06440,67472719,-7.175,1.6,diversity,0.071,CC(CO)(CO)NCc1ccc(O[C@@]23CCCN(CC2)C3)cc1
3922,Z01536,2325794678,-7.175,1.6,diversity,0.071,C[C@@H]1C[C@H](C(=O)N(C)C[C@H](O)CN(C)C(=O)CCC2(C)CC2)CO1
3923,Z28071,1857682944,-7.175,1.6,diversity,0.096,Cc1ccc2c(C(=O)N(C)CC3(C)COC3)cnn2c1
3924,Z47942,299760530,-7.174,1.6,enrichment,0.147,CC(C)[C@H](NC(=O)c1cn(C)cn1)c1ncnn1C
3925,Z39582,2959014,-7.174,1.6,diversity,0.061,Cc1ccc(N(CC(=O)NC(C)C)S(C)(=O)=O)cc1Cl
3926,Z21609,65385449,-7.173,1.61,enrichment,0.136,COC(=O)[C@H]1C[C@@H](O)CCN1Cc1ccc(OC)nc1
3927,Z49387,534576655,-7.172,1.61,diversity,0.101,COc1ccc2oc(CNS(=O)(=O)N(C)C)nc2c1
3928,Z37141,222622578,-7.17,1.61,enrichment,0.146,COC[C@H]1CCN(C(=O)CCn2cnc3ccccc32)C1
3929,Z37270,216425519,-7.17,1.61,diversity,0.076,Cc1n[nH]c(C)c1CCN(C)C(=O)CNC(N)=O
3930,Z19690,95496843,-7.17,1.61,diversity,0.067,CN1CCN(C[C@@H]2CCOc3ccccc3C2)CC12CCNCC2
3931,Z39114,1704322146,-7.169,1.61,enrichment,0.135,O=C1N[C@@H]2CCN(C[C@H]2O)C(=O)CCc2cn(nn2)CCCOc2ccc(F)cc21
3932,Z49751,670454938,-7.169,1.61,diversity,0.062,CC1(C)CC(CC(=O)NC[C@@](C)(O)CCCO)CC(C)(C)N1
3933,Z08745,409426513,-7.168,1.61,enrichment,0.145,CC(C)(C)OC(=O)N1CC(n2cc(CN)nn2)C1
3934,Z27730,244882767,-7.167,1.61,enrichment,0.167,CN(C)C(=O)CCCNc1cc([C@H]2C[C@@H](N)C2)ncn1
3935,Z46621,257358155,-7.167,1.61,diversity,0.096,C[C@H](O)[C@H]1COC(=O)[C@H]1[Si](C)(c1ccccc1)c1ccccc1
3936,Z27291,38120673,-7.167,1.61,diversity,0.068,C[C@@](CO)(c1ccc(Br)cc1)N1CCNCC1
3937,Z17971,67540959,-7.165,1.61,enrichment,0.134,CCN(CC)Cc1cnc2c(C(=O)NC(C)(C)CO)cnn2c1
3938,Z42058,1423901,-7.165,1.61,diversity,0.062,Cc1cc(N2CCCC2=O)ccc1S(=O)(=O)NC(C)C
3939,Z15745,952989839,-7.164,1.61,enrichment,0.145,O=C(COc1cccc(F)c1)N1C[C@@H](O)[C@H](F)C1
3940,Z19733,2384423662,-7.164,1.61,diversity,0.065,CN(C)[C@H]1CC[C@@H](C(=O)O)CN(C(=O)c2ccc3sc(=N)[nH]c3c2)C1
3941,Z41546,1704356615,-7.163,1.62,enrichment,0.139,CC(C)(CN1CCCC1)CN1C[C@@H](O)[C@H](Cc2cnccn2)C1
3942,Z13252,2382371860,-7.162,1.62,enrichment,0.138,CCc1nccn1CCC(=O)N1C[C@@H](O)C[C@@H](N)C1
3943,Z21145,827577759,-7.162,1.62,enrichment,0.134,CC(C)c1nccn1CCCNC(=O)c1cc(N)ccn1
3944,Z00354,55109111,-7.161,1.62,diversity,0.082,CSCC[C@H](NC(=O)C(C)(C)NC(=O)c1cccs1)C(=O)O
3945,Z16979,215422163,-7.16,1.62,enrichment,0.136,CC(C)OCC1CCN(C(=O)c2cc(CO)ccn2)CC1
3946,Z00594,20607155,-7.16,1.62,diversity,0.101,CCn1cc([C@H]2C(C(=O)OC)=C(C)Nc3nc(SC)nn32)c(C)n1
3947,Z04511,823374720,-7.158,1.62,enrichment,0.136,CCOc1ccc([C@H](C)N(C)C(=O)CN2CCC(C(N)=O)CC2)cc1
3948,Z10649,72164453,-7.157,1.62,enrichment,0.133,Cn1cc2ncn(CCN3CCOCC3)c(=O)c2n1
3949,Z48125,1772804118,-7.157,1.62,diversity,0.056,Cc1c(C(=O)N2CCC3(CC2)NCC(C)(C)CNC3=O)[nH]c2c1C(=O)CCC2
3950,Z15323,65386850,-7.157,1.62,diversity,0.072,C[C@@H](O)[C@H](NCC(=O)Nc1ccc(Cl)cc1F)C(N)=O
3951,Z43629,2325800116,-7.157,1.62,diversity,0.133,CC1(C)[C@@H](CN)C[C@H]1NC(=O)c1cnn2ccsc12
3952,Z47049,72427251,-7.156,1.62,enrichment,0.156,Cc1nn(C)c2ncnc(NCC3(CO)CCC3)c12
3953,Z41306,5716609,-7.156,1.62,diversity,0.074,CCOC(=O)C(Cc1ccc(OC)cc1C)(NC(C)=O)C(=O)OCC
3954,Z38196,223099778,-7.155,1.62,enrichment,0.164,Cc1ccc(S[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1
3955,Z35224,4710191,-7.154,1.62,enrichment,0.145,COc1cc(N)ccc1OCC(=O)N1CCOCC1
3956,Z04272,215550281,-7.154,1.62,enrichment,0.141,COCCn1ccnc1CN1CCC2(CC1)OCCC[C@H]2O
3957,Z10818,71747722,-7.154,1.62,diversity,0.107,c1cc(C2CN(c3ncnc4c3CCC4)C2)ccn1
3958,Z33954,534673466,-7.153,1.63,enrichment,0.143,NC(=O)C1CCN(CCCNc2cnccn2)CC1
3959,Z12669,97657131,-7.152,1.63,enrichment,0.141,CN(C)[C@@H](CNC(=O)c1cc2ncccn2n1)c1cccs1
3960,Z02576,2325766240,-7.152,1.63,diversity,0.085,NC[C@H]1C[C@@H](NC(=O)NCC[C@H](N)Cc2ccccc2)C1
3961,Z30369,823684422,-7.151,1.63,enrichment,0.141,CN(CCn1cnnc1)C[C@H]1CC(=O)N(C2CCCC2)C1
3962,Z21258,2356155124,-7.151,1.63,enrichment,0.138,CSC(C)(C)[C@H](N)C(=O)N1CCc2c(O)ncnc2C1
3963,Z27698,256354602,-7.151,1.63,diversity,0.090,CC(=O)O[C@@H]1C[C@@]23C[C@](C)(O)[C@@H](CC[C@@H]2[C@](C)(O)[C@@H]2[C@@H]4O[C@@H]4C(C)(C)[C@@]21O)[C@H]3O
3964,Z30112,27642776,-7.15,1.63,diversity,0.080,CCCCC[C@H](O)/C=C/[C@H]1O[C@@H](O)C[C@@H](O)[C@@H]1C/C=C\CC(=O)O
3965,Z30988,584885959,-7.149,1.63,enrichment,0.150,Cn1cncc1C(=O)NCCc1noc(C2CC2)n1
3966,Z02597,223373305,-7.149,1.63,enrichment,0.143,Cc1cc(C(=O)N[C@@H]2CCOC[C@H]2OCCO)nc(N)n1
3967,Z15158,2088617627,-7.147,1.63,diversity,0.089,CCOC(=O)[C@]12CCC(=O)N1CC1(C2)OCCO1
3968,Z00021,244795420,-7.146,1.63,enrichment,0.173,O[C@H]1C[C@@H](c2cc(NCCCN3CCCC3)ncn2)C1
3969,Z01888,707926182,-7.146,1.63,diversity,0.125,Cn1cncc1[C@@H]1CNC[C@H]1NC(=O)OC(C)(C)C
3970,Z49450,26662657,-7.145,1.63,enrichment,0.333,OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@@H](F)[C@@H]1O
3971,Z11383,1857728114,-7.145,1.63,enrichment,0.150,OC[C@@H]1C[C@H]2[C@@H](C1)OCCN2Cc1nccn1C1CC1
3972,Z29756,67894171,-7.145,1.63,diversity,0.098,Cc1nc(CCN)cc(N(C)[C@H](C)c2ccncn2)n1
3973,Z31537,584889566,-7.145,1.63,diversity,0.049,CN1CCN(C2(CN=c3cc[nH]cc3F)CCCC2)CC1
3974,Z04602,1565527741,-7.144,1.63,enrichment,0.136,CCCn1cc(C(=O)N[C@H]2CCOC[C@@H]2OCC2CC2)c(C)n1
3975,Z40778,23374560,-7.144,1.63,diversity,0.097,CCN(CC)C[C@@H](O)COc1ccc(CN(C)CCN2CCOCC2)cc1OC
3976,Z25221,216321642,-7.144,1.63,diversity,0.101,Cc1cnc(CN(C)C(=O)c2c(C)nn(C)c2C)[nH]1
3977,Z27433,95830722,-7.141,1.64,enrichment,0.197,CC(C)(C)OC(=O)N1CCN(c2cc(N)ncn2)CC1
3978,Z03002,2325789719,-7.141,1.64,diversity,0.099,Cc1ccc(O)c(CN[C@H](C(=O)O)[C@@H](C)OC(C)(C)C)n1
3979,Z10628,2325788617,-7.14,1.64,diversity,0.107,O=C(CCc1cc[nH]n1)N[C@@H](C(=O)O)[C@H]1CC=CCC1
3980,Z11024,55133952,-7.14,1.64,diversity,0.072,CC[C@H](CO)N(Cc1cccnc1)Cc1ccc(CO)o1
3981,Z18808,243893756,-7.139,1.64,diversity,0.078,CCc1nc(CN(Cc2cocn2)Cc2cocn2)n[nH]1
3982,Z18877,8702143,-7.138,1.64,diversity,0.103,CCOc1cc(S(=O)(=O)NCCCn2ccnc2)ccc1F
3983,Z25804,12436544,-7.137,1.64,diversity,0.084,COC(=O)[C@@H]1C(=O)C[C@](C)(O)[C@H](C(=O)OC)[C@@H]1c1cccc(Br)c1
3984,Z19588,824674452,-7.136,1.64,enrichment,0.141,COc1ccc(Cn2ncnc2C2(C(N)=O)CC2)cc1
3985,Z22302,244575000,-7.135,1.64,diversity,0.082,CN(C)[C@@H](C(=O)NCCNS(C)(=O)=O)c1ccc2c(c1)OCO2
3986,Z11274,299796344,-7.134,1.64,enrichment,0.139,Cc1ncn(C)c1C(=O)NCc1cccc(CN(C)C)c1
3987,Z44093,1772811772,-7.133,1.65,enrichment,0.138,Cc1ncn(C)c1C(=O)NCc1cccn2nccc12
3988,Z08123,426477309,-7.133,1.65,enrichment,0.134,COCCn1cnnc1[C@@H](C)NC(=O)c1ccn(C)c1C
3989,Z06255,2740267,-7.133,1.65,diversity,0.123,C[C@H]1CN(C(=O)c2nn(C)cc2Br)C[C@H](C)O1
3990,Z38294,2325807983,-7.133,1.65,diversity,0.114,OCCC1CCN(C2CN(c3ncncc3Br)C2)CC1
3991,Z41687,2356138277,-7.133,1.65,diversity,0.101,Cn1cnc2nc(N3CCc4nc(C5CCOCC5)nn4CC3)ncc21
3992,Z18830,670433991,-7.132,1.65,enrichment,0.139,CN(C)C[C@H]1[C@@H]2CN(Cc3cnc(NCC(=O)O)nc3)C[C@H]12
3993,Z46691,107668151,-7.132,1.65,enrichment,0.136,CN1CCN(c2cc(C3CC3)ncn2)C[C@]12CCC(=O)N(CCO)CC2
3994,Z26402,220581731,-7.131,1.65,diversity,0.092,CCO[C@H]1CN(C)C[C@@H]1NC(=O)CCn1nc(C)c(C(C)=O)c1C
3995,Z32433,426651206,-7.13,1.65,diversity,0.098,CCc1ccc(C(=O)NCCN2CCC(CO)CC2)[nH]1
3996,Z04309,1529105879,-7.129,1.65,enrichment,0.133,CCOc1ccc(CN2C[C@@H](O)[C@H](CS(=O)(=O)N(C)C)C2)cn1
3997,Z07829,229812,-7.129,1.65,diversity,0.093,CCC[C@H]1C(=O)NC(=S)N(c2ccccc2)C1=O
